city,latitude,longitude,traditionality,cleanliness,security,transportation,low_cost
Yaopu,26.17,105.8489,3.067069795,1.412989791,1.785728165,3.531277521,4.38929843
Tangjiacun,20.8425,109.8469,1.403559982,2.320229046,3.196851151,2.879247024,4.147814824
Soliman,36.7,10.4833,2.641169328,2.739009047,4.46170391,0.099966089,2.1174744
Mount Pleasant,41.1119,-73.8121,1.943329779,4.431700664,0.206464834,2.55019224,1.661343829
Katipunan,8.5134,123.2847,1.555872006,4.185569294,0.941510797,3.320602244,1.714640485
Zamalka,33.5253,36.3528,1.577734097,4.955127786,0.616322689,1.778955489,0.200077117
Bharella,23.5506,91.0566,4.987294311,0.613837476,2.887002905,3.43096161,2.573217067
Kharan,28.5833,65.4167,3.591992707,1.84007071,4.201334175,1.537026679,2.897366061
Zouerate,22.7333,-12.4667,1.154645126,4.819995051,3.74704606,3.20239854,3.164899424
Pyu,18.4819,96.4369,3.830668846,4.140376468,1.472758671,3.468367777,3.072888217
Dowlaiswaram,16.9556,81.7931,4.19568831,1.283665965,3.411623579,1.588261065,1.550404812
North Lauderdale,26.2113,-80.2209,2.353000528,0.98588092,2.014581029,0.65728193,1.576751146
Concepcion,11.2,123.1,3.929129347,3.702626933,1.775516589,3.283515347,4.832516305
Portugalete,43.3194,-3.0194,1.292211451,2.056996922,4.231109603,2.463900541,3.292808148
Dolores,12.0378,125.4828,3.84525696,4.9902129,1.16472901,4.252347533,3.667263222
Conceicao do Araguaia,-7.5539,-49.7128,2.266201893,4.243632982,2.956781286,0.746764331,0.480620115
Xiluo,23.7827,120.4551,3.162852964,4.467850456,2.052066508,3.724219859,4.926836503
Jacaltenango,15.6667,-91.7333,0.92413767,1.449057938,1.618207156,1.333139371,4.549604352
Kitgum,3.2889,32.8778,3.64626792,1.810840147,0.913350912,2.86635623,1.708094871
Fairfield,39.3301,-84.5409,0.743911747,3.624222862,1.536126907,2.240448942,1.773401886
Sainthia,23.9451,87.6803,2.518163454,0.396673698,1.588582399,3.214071013,1.1280602
Gogrial,8.53,28.1,0.997330595,1.117172628,1.255171261,3.268494095,1.305601187
Mamanguape,-6.8375,-35.1267,3.799319894,2.686746432,0.72579321,2.458703467,3.678718373
Grabouw,-34.15,19.0167,2.846808731,0.357518376,3.007816946,4.583319186,1.20108761
Upper Bicutan,14.4873,121.0503,1.588712552,1.501663898,2.93532114,2.56779586,1.861898367
Wentzville,38.8153,-90.8669,1.639403631,1.882330827,4.071309253,0.095683311,4.194918374
Istres,43.5151,4.9895,4.022114026,4.463920568,3.384421463,1.163230763,0.494196916
Augusto Correa,-1.0272,-46.6446,2.423396312,3.556832502,1.475029194,1.377601802,2.890211578
Tori-Bossito,6.5031,2.145,3.437203424,4.233091993,4.282667494,0.81303389,4.683376208
Alcamo,37.9778,12.9639,2.66381087,1.477920902,2.652672391,4.114287442,2.090980312
Guisa,20.2608,-76.5381,2.752927754,4.490078286,0.497450054,2.513450282,2.415481023
Jangamguda,17.6238,78.6251,3.14986376,0.677637516,2.383724842,4.072561047,3.050343606
Arboletes,8.8517,-76.4283,4.714376607,3.001886126,0.913318396,1.761007199,3.95960506
Cayambe,0.0439,-78.1561,2.336514104,0.090648499,1.450802358,3.345908594,3.183553755
Salem,42.5129,-70.9021,0.572549594,1.427177323,2.586119515,3.217735918,2.959081715
Mawlaik,23.2833,94.0833,1.814913915,3.870218819,2.764313393,2.579972228,3.081449407
Mantes-la-Jolie,48.9908,1.7172,2.075631995,4.45863353,4.481494031,1.259572694,2.606990467
Piendamo,2.6408,-76.5284,3.328560018,3.733145765,3.416332636,0.16326361,2.691710003
Garca,-22.2153,-49.6511,1.006099793,3.208050535,1.040540598,3.810614735,0.928912903
San Vicente,-35.0167,-58.4167,4.145953346,1.238612156,4.08160908,1.749908522,4.127123528
Fond du Lac,43.7718,-88.4397,1.737487916,1.56788972,1.564665796,2.809417859,2.020381867
Seferhisar,38.2,26.8333,0.043454585,1.273462533,2.469160627,4.369295219,3.242929137
Otwock,52.1167,21.2667,0.520215855,1.885527141,1.807357086,3.617710758,3.62052745
Gori,41.9667,44.1,1.164763375,1.698311711,1.234698561,3.005629477,1.967593051
Nsawam,5.8,-0.35,2.145819582,4.947523658,4.888616834,1.6228752,2.132497741
Culasi,11.4272,122.056,1.742627744,2.16879416,4.450080413,0.952165759,4.228721356
Jalacingo,19.8,-97.3,1.2691487,0.702184224,3.751188227,3.317273507,3.556456324
Petatlan,17.5383,-101.2739,2.76632634,3.127791855,4.043701354,3.477838351,3.130777803
Shekhupur,28.35,79.02,3.590221233,2.273590401,0.636655237,4.746682337,2.413439415
Masuda,34.6747,131.8428,4.028191941,0.829744407,4.476348203,0.915030417,4.945549652
Tsiroanomandidy,-18.7698,46.05,0.715481125,0.153802918,4.679610689,3.718161193,0.864164361
Wiener Neustadt,47.8167,16.25,2.341989563,2.93102443,2.843882891,1.888820144,3.956641164
Rohnert Park,38.3479,-122.6965,0.88593772,2.901161578,2.427691479,3.497722078,2.046964558
Ellenabad,29.45,74.65,4.955842501,3.811155494,1.013747056,0.611587162,3.617640596
Banaybanay,6.9664,126.0114,0.209998537,0.652985536,1.790017946,2.713686494,1.007773317
San Pascual,13.1286,122.9775,2.180312115,0.200816216,1.55007928,0.238289312,2.838705857
Mankato,44.1715,-93.9772,4.193687538,0.746836634,3.217543183,1.225621185,3.013337766
Moorhead,46.8673,-96.7461,2.937755489,3.187387592,1.480397931,3.414079659,4.638806408
Radomsko,51.0667,19.45,1.077052944,2.770778457,1.085481441,4.617757069,3.129421174
Morley,53.7492,-1.6023,3.985154673,0.872438628,1.51153525,4.257805627,3.367647717
Karvarakundu,11.1167,76.3333,2.137199117,4.652587606,3.382663583,3.092194155,0.91428346
Sao Sebastiao do Passe,-12.5128,-38.495,2.842025277,2.421801074,4.892406161,1.209635834,2.738056181
Rapur,14.2015,79.5351,0.309335002,1.201942674,4.812853929,0.270954768,3.949710846
Abu al Matamir,30.9084,30.1485,3.90940771,4.821345345,3.047517389,0.857165798,3.398622446
Siyana,28.6269,78.0607,1.830947489,0.556157949,3.639616049,3.07128972,1.007721567
Abovyan,40.2739,44.6256,3.775201201,4.712889309,3.049817188,2.301083993,4.890160541
Angul,20.8381,85.0956,0.274979187,1.875307608,1.980518769,4.767818534,2.679815322
Bacnotan,16.7197,120.3481,1.28340374,1.421508011,4.169086934,3.750831596,3.573882454
Rajaldesar,28.03,74.47,1.662693291,1.887161147,4.075084685,4.601054314,0.620761988
Robe,7.1167,40,4.723512393,0.875349148,3.341550619,2.367927985,3.208984822
Elmadag,39.9208,33.2308,2.169234423,4.644060188,3.860614082,3.560607132,0.963498194
Tongoma,8.65,-11.0667,1.193457936,1.21971513,1.3856659,4.065437693,3.8592396
Yaoquan,34.5851,105.7262,2.044061535,2.962932482,2.381580214,0.763643149,0.03826486
Santo Antonio da Platina,-23.2667,-50.1,3.387038351,3.957729774,4.040941284,0.813063678,2.194414786
Sandefjord,59.1306,10.2167,0.530146093,4.17171775,4.260622653,2.828244122,3.157467386
Bulalacao,12.325,121.343,4.677954789,1.736348767,3.267690277,3.734168767,2.405412366
Dalli Rajhara,20.58,81.08,0.326341379,4.202478448,1.18132517,4.969784151,0.527381936
Houbu,36.4167,112.9833,0.619011455,2.645882366,1.243287976,4.826845375,3.590930152
Svishtov,43.6167,25.35,4.953014484,3.344354517,2.299650938,1.653962148,1.660468964
Nandigama,16.7833,80.3,2.05401228,3.26040547,4.495295524,1.333136402,4.281556262
Vlissingen,51.45,3.5667,4.296069146,0.300604777,1.782717427,1.817400475,0.083036848
Beigangwa,39.84,116.2033,2.491253633,0.416754799,4.221664472,1.641223689,0.980362322
San Jacinto,16.0725,120.4411,2.926502436,1.35303994,3.35006598,4.392017806,2.602386757
San Juan y Martinez,22.2667,-83.8333,4.110309515,1.674742152,3.819864811,3.183196605,4.603035969
Eqlid,30.8928,52.6889,4.652755753,2.263435402,1.391643254,3.164435994,0.262584434
Kolobrzeg,54.1761,15.5761,2.476549246,4.650393327,1.993221623,1.30504841,3.730476496
Iwanuma,38.1043,140.8702,1.362740895,1.909627014,3.704018194,3.148131811,0.374880455
Kaimana,-3.6444,133.6953,4.8191996,3.069996947,2.966484313,3.137212108,4.349941456
Sao Miguel d'Oeste,-26.7308,-53.5153,0.542796713,1.817438149,0.77884533,0.798404969,1.87978549
Pagsanjan,14.27,121.45,0.456108436,2.158050092,2.658092594,1.365073512,0.18450375
Changtoushang,19.3441,110.6096,2.269510468,3.146280863,1.693156741,1.206922303,4.048324715
The Colony,33.0925,-96.8976,1.398535511,0.059743914,3.896706457,1.384690266,3.236589166
Jisr ash Shughur,35.8126,36.3176,3.512330997,0.261788305,4.505607875,1.714856263,2.742124676
Nanjo,26.1631,127.7706,2.551691115,4.437869064,3.460942565,4.697299284,0.102929666
Deinze,50.9833,3.5333,2.892302923,0.857525605,3.551345154,2.689837654,3.715312466
General Mamerto Natividad,15.603,121.051,3.391344289,0.867187878,0.044393292,4.672738076,3.655601127
Cayeli,40.75,41.0667,1.04470679,4.792169575,3.985873192,3.278858092,3.323140512
Barwah,22.2539,76.0385,1.488001372,1.919711421,0.559716749,3.164269045,3.649784452
Chauk,20.8833,94.8167,2.613327145,1.590217587,4.247980753,3.446226015,0.131856301
Alapli,41.1806,31.3861,3.965565808,1.511185561,0.619704453,2.83663952,4.124155706
Pinneberg,53.6333,9.8,2.947102832,0.741653619,1.154640545,1.516873319,2.078024222
Labangan,7.8667,123.5167,2.328327375,1.304963668,4.202256164,0.596043222,1.184077789
Bom Conselho,-9.17,-36.68,2.503189936,1.300147726,2.819471229,2.168818416,1.855281769
Drama,41.15,24.1467,2.588302151,2.792621359,0.395894644,1.937340827,4.377985394
Sonqor,34.7828,47.5983,2.577464133,2.236258976,1.286615101,1.0864227,4.769229658
Medak,18.046,78.263,4.403421444,0.676801615,2.095247658,4.569068665,2.224850635
Kaarst,51.2167,6.6167,3.10579636,2.829237604,0.947800343,0.400312951,2.389908113
Talipparamba,12.0368,75.3601,3.614552748,1.341983227,3.938314847,3.701033318,0.070799355
Huatan,24.0316,120.5579,2.954653287,2.544882071,3.743432545,4.813862511,3.509606323
Manakara,-22.15,48,4.515435037,2.771817144,0.996197003,3.355885783,0.230792481
Iznik,40.4292,29.7211,0.059716879,1.45284312,1.670110558,1.172877105,3.052388031
Jora,26.3421,77.8092,0.390948774,4.621221028,2.781981672,2.831651635,1.481343989
Pattani,6.8664,101.2508,4.85323688,0.753936585,3.376822637,3.894358761,4.991865675
Burke,38.7773,-77.2633,2.485676871,3.753465739,4.892663303,2.363201807,2.255726211
Loon,9.8,123.8,1.027220553,1.935793035,3.441796341,1.731866282,1.27838371
Saint-Brieuc,48.5136,-2.7653,0.658361363,2.198021321,1.143276212,1.168546593,0.186366824
Ananipalle,13.4902,79.2895,3.807207053,1.207726835,3.004893722,1.803225346,4.041059466
Erkelenz,51.0833,6.3167,4.656941317,4.763325808,2.351164706,1.592981787,1.536787204
Majurwa,26.1036,86.9193,0.361618915,2.382780948,3.429523953,0.186814618,1.211614398
Freeport,40.6515,-73.585,3.123598625,2.387233824,3.776662468,2.747439408,2.241742762
Cateel,7.79,126.4531,3.255733909,3.72955422,4.837884122,3.444099143,1.931527083
Miliana,36.3,2.2333,4.037286979,2.739002859,0.871367087,2.13222297,0.230657881
Tiberias,32.7944,35.5333,2.755106737,2.785061041,4.646182717,1.99606692,2.724400934
Maitum,6.03,124.48,3.798785569,4.078350509,0.459247585,2.246418263,2.070614434
Regla,23.1317,-82.3364,2.680903412,0.135304966,1.145913913,4.314924918,1.062411794
El Centro,32.7865,-115.5595,2.074856669,3.39247884,1.661720121,4.521924581,4.126374282
Dikili,39.0667,26.8833,4.965390661,4.330047859,3.599255341,1.750210818,0.956599693
Germencik,37.8697,27.6058,2.398458926,4.067160958,2.206636036,2.848649925,1.329504563
Al `Ayyat,29.6167,31.25,1.831909744,1.640796825,2.682668248,4.224820134,3.610783023
Kuybyshev,55.45,78.3,1.252006398,1.332367563,3.480270688,4.317660274,2.678987575
Rio Grande da Serra,-23.7439,-46.3978,1.760587303,1.211505569,2.081559921,4.662471951,2.462596251
Las Matas de Farfan,18.87,-71.52,1.815497509,1.075322523,1.686770097,2.029219774,4.339449297
Raisen,23.33,77.8,2.643504722,0.078284929,3.816372827,1.704359601,1.81689614
Albufeira,37.0897,-8.2458,1.796514078,3.01874587,3.554383809,2.111419762,4.326041773
Harsin,34.2728,47.5875,0.989669578,2.634025474,4.849580018,3.591303009,3.930014273
Turnhout,51.3167,4.95,2.673154477,3.583110996,1.460234177,1.111387359,1.01944728
Shakopee,44.7745,-93.4772,2.065551099,3.263782237,0.113103377,1.819524944,3.841816364
Central Signal Village,14.5106,121.0576,0.859867715,4.047430904,0.170249267,0.298019968,3.169712021
Wilkes-Barre,41.2469,-75.876,1.925057191,0.149426865,0.191850332,4.157364171,3.944157139
Mandaon,12.2259,123.2842,0.097806817,4.596166564,0.809545239,4.114225675,4.961670712
West Vancouver,49.3667,-123.1667,0.843901149,0.53336121,4.451578692,0.076884038,2.121542183
Hagi,34.4081,131.3992,3.382455507,2.79320424,3.407740654,2.045570298,4.363283802
Daijiazhuang,38.1344,114.3906,2.583234527,0.758189608,3.508112863,3.213121122,3.194129283
Togo,35.0966,137.0525,2.761567027,0.393874938,1.794909656,4.013797727,2.844737745
Tlajomulco de Zuniga,20.4736,-103.4431,0.372520175,4.105139406,3.087064847,3.372832072,4.625776257
Roghun,38.6978,69.7522,4.963585664,2.497650287,2.197531223,3.903899271,0.986384814
Yartsevo,55.0667,32.7,0.337648585,3.252487807,2.864641883,4.819052714,1.092265654
Zevenaar,51.9167,6.0667,3.718493116,0.837898938,1.830794918,3.202570292,2.058575558
Lompoc,34.6618,-120.4714,4.671538544,3.775292851,3.520167182,1.348658164,0.73656604
Hicksville,40.7637,-73.5245,0.337097759,2.49073652,0.515821855,1.483790887,1.018430565
Talatamaty,-18.8333,47.45,3.96483831,1.575779205,3.995838947,2.702732334,4.269864202
Noordwijk,52.2333,4.45,2.104104612,3.836116481,4.40422035,4.344112509,2.137341279
Janakammapeta,15.0125,79.8439,1.540394282,2.098467687,4.269893705,1.303534429,0.537291307
Georgetown,43.6526,-79.9281,1.409188611,4.039029393,2.257646782,2.815665051,0.469945598
Oakland Park,26.178,-80.1528,4.034673277,4.110332705,1.974909242,1.493880266,3.44541877
Lombard,41.8741,-88.0157,2.833570603,3.777078339,4.260274775,2.832044314,1.729444357
Otofuke,43,143.2,1.488258349,0.180552108,4.452521072,0.405694084,0.935723475
Concord,43.2305,-71.5595,2.269837898,2.009569652,0.473825515,2.883389472,3.89895619
Sihora,23,80.12,0.526125042,2.997399184,0.751868693,3.353819605,4.331563044
Debica,50.05,21.4167,1.735560197,1.565830399,4.069182238,0.217279078,2.846238941
San Vicente de Tagua Tagua,-34.4394,-71.0761,2.024047281,0.202923449,2.290994643,4.972597164,1.189638604
Guinayangan,13.9,122.45,4.218624996,2.922948161,3.586774388,3.835126516,3.61440092
Al Midhnab,25.8601,44.2223,0.092949552,3.802815866,1.953040881,0.857624556,3.653911082
Nocera Inferiore,40.75,14.6333,4.54468429,4.659767119,3.85195202,1.436024894,4.556652119
Murshidabad,24.18,88.27,2.695435781,2.627795652,2.426845452,3.032787447,3.398103638
Senigallia,43.7167,13.2167,3.29605123,4.319797364,3.611409895,2.3849512,0.360905004
Vilvoorde,50.9333,4.4167,3.086602256,2.68024074,0.250769599,2.054938721,3.307093457
Boyabat,41.4653,34.7708,1.575130758,3.837758953,4.211216573,0.794378115,2.587083426
Korogwe,-5.1558,38.4503,4.838590479,1.484007871,1.238977733,4.481342899,3.685101005
Ahmadpur,18.7,76.9333,0.61433398,4.337271644,2.260441142,0.064105746,0.877978968
Tinajdad,31.5,-5.0167,4.297549821,4.024043451,1.796521226,4.363190545,3.881818518
Limache,-33.0167,-71.2667,2.235197927,4.440576526,4.375331869,4.143158245,3.283826924
Seohara,29.22,78.58,0.602883387,1.241420838,1.133927455,0.713020187,4.07413048
Yuchengcun,23.5633,116.2691,3.473107705,3.179826064,3.972996422,0.855814717,4.230324853
La Paz,14.317,-87.683,3.60007E-05,0.305031005,4.538444032,1.049445873,1.87868907
Mucaba,-7.1667,14.9333,2.516887251,4.608624437,0.395010595,0.625089694,0.627581559
San Jose,13.6981,123.5186,3.43426858,4.077023423,2.605035051,4.966948887,2.271664945
Coatbridge,55.8625,-4.0266,0.465391619,4.27163037,0.241552323,3.589247732,2.70927156
Tarbes,43.23,0.07,2.402757673,0.244920089,1.621543095,1.615204208,2.265702105
New Tecumseth,44.0833,-79.75,0.613158804,4.86678484,0.929491082,4.64714582,0.162465204
Casale,18.799,-72.3854,0.592110297,0.62818614,0.96053404,1.931086353,2.963271354
Labason,8.0647,122.52,3.666375772,1.064094694,0.839688518,3.283231256,4.323403157
Yuanli,24.4168,120.683,2.889508888,3.561173127,1.567937958,1.027720114,2.997068467
Bakamune,7.7831,80.8183,1.183386606,1.98119834,1.572091456,2.537420752,4.729592561
Goshikicho-aihara-minamidani,34.3,134.7833,2.568350867,1.5234312,1.480287949,4.241071247,0.130170191
Livramento de Nossa Senhora,-13.6428,-41.8408,3.959923065,0.554615283,0.090279249,4.098849153,1.610133993
Comendador,18.8833,-71.7,1.228061477,4.275255935,1.203364717,3.130155806,3.925307001
Ales,44.1281,4.0817,2.350550702,3.564287446,4.955862872,4.382636101,0.117529166
Wankaner,22.6161,70.9531,3.215897299,0.861038404,2.826730833,1.513292072,1.933142198
Loreto,8.19,125.85,4.705247915,3.925478925,4.001852567,1.267376335,1.00226622
Wismar,53.9,11.4667,0.476701089,3.572699607,2.83403217,1.902960179,0.57585705
Chalons-en-Champagne,48.9575,4.365,3.097878468,3.39403338,2.891137941,1.81988613,1.327366397
Zongolica,18.6667,-97,1.372935417,4.972927514,2.270668833,2.641510849,3.283249668
Etten-Leur,51.5667,4.6333,2.404572685,4.499093863,2.27465244,4.748375381,1.889939648
Erkrath,51.2239,6.9147,3.95054118,1.974314748,1.751925554,2.840843554,1.736472699
Addanki,15.8167,79.9833,1.249685504,1.683072401,0.968584209,4.461511955,0.668237681
Berkeley,39.9156,-74.1923,3.716021969,2.351941458,3.913578339,3.068550706,4.46466983
Hinatuan,8.3661,126.3361,1.444731569,2.830864181,3.07714705,3.021127225,2.247343548
Wallsend,54.991,-1.534,2.590033817,4.852110706,0.70131843,2.127635479,2.632060183
Merthyr Tudful,51.743,-3.378,4.283026879,2.238937025,2.777407477,2.354776257,0.1550679
Yirga `Alem,6.75,38.4167,1.120722332,1.393878859,4.429103696,0.271464866,1.13678701
Nidadavole,16.92,81.67,3.771889509,0.507873038,3.337685663,0.928824015,4.226114539
Ciudad Constitucion,25.0322,-111.6703,3.407637521,4.242061905,2.095388187,1.709129614,3.403233404
Beni Saf,35.3,-1.3833,1.419466406,1.723626112,0.675731874,4.66728737,2.246818476
Xinjun,28.7233,120.0189,3.711194784,4.872417498,1.292060094,4.372102497,0.326983602
Baler,15.7583,121.5625,2.806060292,2.037321139,3.099689674,1.1413905,0.32214661
Bellinzona,46.1954,9.0297,1.62368383,0.709817585,2.664927452,2.586558192,3.217549055
Varazdin,46.3081,16.3378,0.554085837,4.680813455,2.502224062,2.22601043,4.904728104
Anekal,12.7105,77.6967,1.062295985,0.216748217,0.08680691,3.494121068,1.411990391
Azadshahr,37.0869,55.1742,2.775076569,4.158688936,3.244285244,0.799368191,0.254421929
Jaro,11.1894,124.7853,1.117595296,4.237465274,0.171695339,1.633246326,3.370956964
Rasskazovo,52.6667,41.8833,3.302382089,1.269407991,0.369169297,2.751898922,0.521919247
Bietigheim-Bissingen,48.9667,9.1333,0.066780582,3.300319527,4.538655717,4.516632071,4.873695871
Sugito,36.0258,139.7367,2.146927919,3.825436292,3.713306099,2.272442106,1.895485678
Salto de Pirapora,-23.6489,-47.5733,0.177499931,3.231217573,3.357517863,4.819079187,3.098166927
Himi,36.8567,136.9731,4.048236526,1.957259218,4.644801149,1.599155755,3.113117648
Lubuk Sikaping,0.15,100.1667,4.81186198,3.633739826,4.122362254,4.058010509,0.589527987
Shyorongi,-1.8544,29.9625,2.35871735,0.51244139,1.474998901,4.88498307,2.463850559
Zabki,52.2928,21.1161,4.408067196,2.549085249,4.499496952,1.545579831,0.174732254
Chusovoy,58.3167,57.8167,3.325307013,1.552447115,4.552152483,0.673658208,0.558364962
Badian,9.8694,123.3959,0.192538718,1.721123404,4.548101462,4.718144755,3.245584999
Thun,46.7667,7.6333,0.211527493,3.100845523,2.568576099,4.636609671,0.3318799
Murzuq,25.9,13.9,0.377966978,0.462311881,4.107907006,0.331279869,1.470472827
Kottangara,8.9167,76.6333,3.341354957,3.239517709,0.778640705,3.658777697,1.99320226
Pittsfield,42.4517,-73.2605,4.170791647,2.484868152,0.808403756,4.30033096,3.353913705
Venray,51.5333,5.9833,2.321188222,4.467338981,2.239671355,4.090455493,2.513999326
Kalilangan,7.7464,124.7475,0.545212762,2.430131026,3.771310962,4.917284778,0.903394993
North Brunswick,40.4505,-74.4798,0.059553229,4.040389339,2.797113797,0.725483339,4.648060971
Takab,36.4008,47.1108,3.246516261,1.795965084,3.609120359,3.299732704,0.060854318
Cameron Highlands,4.5,101.5,1.270299843,1.700897469,0.410336569,1.902593176,3.221120637
Bushenyi,-0.5417,30.1878,1.08922368,4.166067264,3.087614816,3.021136266,3.874640019
Mastaga,40.5328,50.0039,1.687659504,3.075032846,4.137397111,3.810849741,3.774209207
Bagneux,48.7983,2.3137,1.537720399,1.166340903,0.384969914,0.970556203,3.038100988
Porsa,26.67,78.37,3.535589308,3.386157329,1.386614026,2.678255864,3.024072251
Bodupal,17.4139,78.5783,0.793727302,0.156526864,1.899715783,1.229628574,2.55694151
Krasnodon,48.3,39.7333,3.415096598,3.97613248,1.493789577,2.701645102,0.395135075
Tanghin-Dassouri,12.2667,-1.7167,0.496043614,2.824597402,3.656673828,0.260801184,4.793227269
Alhaurin de la Torre,36.6667,-4.55,2.868908728,3.183243009,4.811070385,0.922171224,4.52017026
Puteaux,48.885,2.2389,3.366374076,4.546503733,3.919648688,0.821105004,4.082867794
Ramachandrapuram,16.85,82.02,1.766624525,0.631160213,4.760326523,3.57912228,4.056580615
Greenacres,26.627,-80.1371,1.832826733,1.727293443,1.656479077,2.114719284,4.383154919
Chembra,11.042,75.911,3.251411287,2.41415779,4.916296195,0.080304885,4.329578581
Gifhorn,52.4886,10.5464,2.136673078,0.607950936,2.848532398,4.169214748,0.481587153
Jinku,23.0372,112.5151,0.951902626,1.021808306,4.907691918,1.646127742,2.996988415
Shinshiro,34.9159,137.4986,2.602445052,0.564689005,2.740760408,0.97834119,0.357149196
Nijkerk,52.2333,5.4833,4.323733888,2.572229479,0.307416763,1.582906957,0.405722934
San Isidro,-34.4667,-58.5167,2.544686242,1.392274923,2.73701943,3.842034726,1.267289951
Santa Elena,14.1797,122.3919,3.233247428,0.945962098,4.619046229,1.493475141,2.501821232
Raduzhnyy,62.1333,77.4667,0.272206361,2.424329442,2.897847073,4.291917285,0.807178747
Roseller Lim,7.6583,122.4639,3.790497896,4.280702029,4.347115269,1.647211442,2.495070484
Villeta,5.0083,-74.4738,1.032731458,4.356441833,2.703864148,1.606456769,3.062327152
Birsk,55.4167,55.5333,2.177323973,2.97952419,3.998067452,0.229006026,4.312206303
Caluire-et-Cuire,45.7953,4.8472,3.328608671,1.656907785,4.947290124,0.830261328,1.551029787
Kumatori,34.4,135.35,1.024756691,3.183493524,2.371112517,0.350140042,3.455176683
Uruara,-3.7178,-53.7369,2.850200928,3.215947157,4.598876918,0.048080773,2.12985783
Cove,7.2333,2.3,4.319023878,0.184087819,4.738354392,1.980938557,4.814820745
Guambog,7.3092,125.8556,2.273223966,0.558419212,3.405932501,4.843921976,1.304499116
Prostejov,49.4722,17.1106,2.004513004,3.975744289,4.326262094,4.046554077,4.118544732
'Ain Arnat,36.1833,5.3167,1.846777933,3.942608043,1.316577923,2.432420498,2.437985515
Zhexiang,24.2591,98.2826,4.965483744,3.750047834,3.604193085,0.711630641,2.478088559
Presidente Epitacio,-21.7647,-52.1053,0.02745033,0.811902388,0.317007092,4.323541448,2.174422662
Shoranur,10.77,76.28,4.829395533,0.413536555,0.586149665,3.201582624,0.634991141
Ksar,18.1022,-15.955,4.67745461,2.205811004,2.857257821,3.277102887,3.31348717
Rheden,52.0167,6.05,0.228272724,2.272624013,2.220206153,0.674459216,3.105915635
Oakley,37.9929,-121.6952,2.880192765,1.230311722,2.034036971,2.958994336,3.501128221
Panambi,-28.2928,-53.5019,1.518066134,1.607621504,2.893806965,4.106891233,3.487395658
Kiraz,38.2306,28.2044,1.706576449,3.67684028,2.450470807,4.330064537,2.1536092
Jerada,34.3117,-2.1636,0.605602942,0.717510111,2.160421304,1.272462627,2.019779535
Cimerak,-7.7422,108.4244,2.821190086,2.338628705,1.762314099,3.976122449,1.231419101
Of,40.945,40.2644,4.358049035,3.21580497,1.703468053,0.348575289,4.104853299
Ponte de Lima,41.7667,-8.5667,3.141153468,3.591352222,4.345400898,4.375999472,3.101605486
Cesme,38.3236,26.3028,1.157316394,2.69869696,1.381368692,1.292901234,3.308678983
Borken,51.8333,6.8667,3.409735514,1.216122148,1.667595433,2.767565694,0.591255399
Bahia Honda,22.9064,-83.1639,0.889133625,1.005605821,2.251020838,0.18023979,2.713267797
Linden,40.6251,-74.2383,4.1470514,1.648797967,3.095684263,0.186983904,0.402583805
Heinsberg,51.0631,6.0964,2.309734463,3.036028135,2.567150663,3.975583362,1.210734576
Tarauaca,-8.1608,-70.7658,1.644876118,1.068472416,3.599892262,1.270691878,4.800870294
Campbell,37.2802,-121.9539,4.495785831,4.229974947,0.050508904,4.88877744,3.160030409
Moises Padilla,10.27,123.08,2.304617362,2.916391981,2.840477382,1.935257348,1.778261063
Paoskoto,13.7833,-15.8167,3.432568167,0.134182259,2.438746658,0.835649307,3.718261274
Al Kiswah,33.35,36.2333,4.321152909,4.857280053,0.172364857,0.273741331,1.429573744
Hokuto,35.7765,138.4236,2.290494936,4.408455972,1.038292157,0.137452139,0.351260893
Danville,37.8121,-121.9698,2.475450241,3.319082488,1.88744259,3.863908644,2.931147553
Pedro Celestino Negrete,24.726,-102.984,3.77712468,1.268722395,2.491991864,2.372358981,1.944772276
Toboso,10.72,123.52,2.668981973,4.790389131,0.829327799,0.766410089,0.513955333
Kikuyo,32.85,130.8167,4.892918288,4.689091893,1.757611941,0.690441474,2.860845284
Kilosa,-6.83,36.9875,4.857691703,0.481758123,0.910516893,4.519576343,2.125061059
Frosinone,41.6333,13.35,0.126825785,3.393731828,2.96005873,4.703983397,1.098678314
Loreto,22.2667,-101.9833,0.498010369,4.908929962,4.415599076,4.916585118,1.230205177
Victoria,14.225,121.325,3.221580796,4.297354705,0.025215111,1.142728306,2.093756363
Bolvadin,38.7167,31.05,2.826949551,4.281345853,4.307390478,4.69722215,1.769060698
Anse Rouge,19.6333,-73.05,0.658792219,0.668950134,2.193025643,4.069998011,2.313676222
Puerto del Rosario,28.5,-13.8667,2.020026124,0.209804768,2.004413724,0.986461142,0.030660793
Actopan,19.5036,-96.6192,1.270244248,4.652439471,3.524213638,3.23983384,1.260328711
De Bilt,52.1167,5.2,1.104514382,2.043748384,2.384832936,1.781292329,0.50300692
Nilothi,28.8167,76.8667,4.640894187,1.662748262,2.316810245,0.344707795,2.115610463
Dounan,23.6833,120.4833,1.814915318,2.260911916,0.197463586,4.789396386,2.525534387
Trelleborg,55.3667,13.1667,3.532903661,1.131339267,4.850100484,3.254256312,3.820987714
Yutiancun,25.8747,119.4578,1.234437702,0.006696916,0.254028749,1.525615687,2.811166197
